id,cluster_id,x,y,z
1816,A|1,29.199999999999996,32.6,27.2
1817,A|1,28.900000000000002,29.6,31.0
1818,B,12.8,11.6,9.55
1819,C,33.5,29.8,30.7
1820,B,11.399999999999999,12.2,11.7
1821,A,26.3,30.9,29.8
1822,A|1,30.4,30.7,29.0
1823,A|1,30.4,30.0,31.3
1824,A,23.199999999999996,29.5,30.2
1825,B,13.6,10.5,9.23
1826,B,14.299999999999999,8.88,9.49
1827,B,10.6,9.57,13.9
1828,B,10.0,13.4,8.75
1829,A,27.9,30.7,30.9
1830,B,10.2,13.099999999999998,8.9
1831,B,8.46,12.8,13.8
1832,A,27.800000000000004,30.5,30.2
1833,B,10.6,10.3,13.7
1834,B,9.44,13.4,8.7
1835,B,10.1,10.8,10.1
1836,C,37.0,29.7,29.4
1837,B,9.26,11.1,10.599999999999998
1838,B,9.87,13.0,10.5
1839,B,11.200000000000001,9.36,9.01
1840,B,8.2,9.95,9.45
1841,C,37.6,30.0,29.3
1842,B,9.84,9.74,12.0
1843,B,9.32,13.0,9.44
1844,B,8.63,10.1,10.1
1845,B,8.63,12.7,10.3
1846,B,10.5,10.9,13.1
1847,A|1,28.0,30.3,30.3
1848,A,21.1,29.1,30.2
1849,B,10.7,9.0,9.78
1850,B,12.8,29.3,6.06
1851,C,35.4,29.0,30.2
1852,A,26.9,31.4,30.7
1853,B,10.0,9.72,8.86
1854,B,13.2,10.1,9.7
1855,A,27.600000000000005,30.6,29.5
1856,B,9.89,10.2,10.3
1857,B,11.200000000000001,14.6,10.7
1858,B,11.200000000000001,8.77,8.31
1859,B,9.51,11.1,10.599999999999998
1860,B,7.96,9.020000000000001,8.64
1861,C,33.5,31.4,30.8
1862,B,9.4,10.2,14.5
1863,B,10.800000000000002,9.11,11.6
1864,B,10.7,10.7,9.11
1865,B,8.94,10.3,10.5
1866,B,10.2,12.4,9.66
1867,B,10.2,14.0,10.4
1868,B,13.1,9.29,10.599999999999998
1869,B,9.86,9.63,10.599999999999998
1870,B,14.599999999999998,9.21,10.8
1871,B,11.200000000000001,9.73,12.8
1872,B,14.599999999999998,10.1,10.599999999999998
1873,None,23.3,27.8,31.7
1874,None,22.799999999999997,31.8,29.3
1875,B,8.78,10.2,10.5
1876,B,8.71,8.88,10.3
1877,B,8.39,15.1,9.99
1878,A|1,29.3,30.0,30.3
1879,B,13.900000000000002,11.8,11.1
1880,B,10.5,9.7,13.4
1881,B,10.4,8.41,11.2
1882,None,9.47,13.9,12.8
1883,B,9.14,11.3,8.61
1884,B,10.1,14.1,10.7
1885,B,7.95,10.1,10.4
1886,A|1,28.700000000000003,29.3,28.7
1887,B,8.44,8.57,12.2
1888,A|1,28.999999999999996,28.799999999999997,28.2
1889,B,10.6,9.2,9.88
1890,B,9.12,11.0,9.2
1891,B,8.93,9.86,10.2
1892,B,9.74,12.2,8.54
1893,B,10.4,9.11,9.99
1894,C,33.9,27.6,28.9
1895,A|1,29.8,30.6,28.2
1896,A,26.0,30.5,31.4
1897,B,9.62,12.8,9.26
1898,B,10.0,11.200000000000001,12.3
1899,B,10.2,9.52,9.62
1900,B,9.13,9.01,13.7
1901,C,35.3,28.5,29.5
1902,A|1,28.500000000000004,31.0,29.1
1903,B,11.000000000000002,9.52,9.35
1904,B,10.0,9.73,8.98
1905,A|1,30.3,29.7,29.6
1906,B,13.4,10.9,9.870000000000001
1907,B,10.3,9.88,9.81
1908,A,27.3,29.2,29.6
1909,C,34.1,31.1,29.5
1910,B,8.87,10.1,10.1
1911,B,12.7,10.6,11.4
1912,A,27.1,29.8,30.6
1913,B,8.79,8.81,10.8
1914,B,10.900000000000002,9.74,9.26
1915,B,9.62,13.0,11.3
1916,B,11.3,13.6,11.2
1917,B,8.48,11.8,8.97
1918,B,12.0,13.5,12.6
1919,B,11.399999999999999,11.4,10.4
1920,B,9.07,10.1,8.95
1921,B,9.17,10.4,13.4
1922,B,8.01,13.8,10.599999999999998
1923,B,10.6,8.96,10.4
1924,B,8.34,10.3,10.1
1925,B,9.19,11.8,12.7
1926,B,8.84,10.9,15.0
1927,A|1,31.3,31.8,31.5
1928,B,11.599999999999998,9.2,9.42
1929,B,10.6,9.59,10.2
1930,A,26.3,30.4,30.0
1931,B,13.2,9.77,10.0
1932,B,11.599999999999998,11.3,12.0
1933,B,10.3,9.22,9.89
1934,B,10.2,9.39,10.0
1935,A|1,28.799999999999997,29.7,29.6
1936,A,25.8,29.1,31.6
1937,B,9.77,11.0,8.82
1938,B,9.57,10.9,9.4
1939,A,27.1,29.7,29.6
1940,A|1,31.4,31.4,28.8
1941,B,10.7,11.4,11.5
1942,A|1,29.1,29.8,30.3
1943,B,11.000000000000002,11.3,9.94
1944,B,9.21,9.69,9.18
1945,B,9.06,11.9,10.8
1946,B,10.6,9.020000000000001,12.0
1947,B,13.3,11.3,10.4
1948,B,14.499999999999998,8.33,9.98
1949,B,8.0,9.670000000000002,10.599999999999998
1950,B,11.499999999999998,11.1,10.4
1951,B,10.1,13.2,9.7
1952,B,9.98,8.75,11.4
1953,B,6.85,15.4,26.1
1954,B,10.5,14.399999999999999,10.7
1955,C,39.3,29.6,29.6
1956,C,34.8,30.9,30.0
1957,B,9.4,14.7,12.0
1958,None,15.3,21.6,5.98
1959,B,9.57,10.2,10.7
1960,C,33.0,30.099999999999998,29.6
1961,B,13.4,9.66,9.53
1962,B,9.0,11.0,12.7
1963,B,8.24,11.5,12.5
1964,B,13.4,9.87,10.2
1965,B,11.3,9.69,10.2
1966,B,9.74,9.99,11.0
1967,A|1,29.8,31.4,28.3
1968,B,9.75,10.5,11.2
1969,A|1,29.1,31.8,30.0
1970,B,12.8,8.6,10.1
1971,B,8.88,12.0,9.13
1972,B,11.3,9.36,10.9
1973,B,12.3,9.88,10.9
1974,C,32.7,28.5,30.5
1975,B,9.2,13.2,11.4
1976,A,27.7,29.1,29.1
1977,B,11.9,9.0,9.18
1978,B,9.78,12.7,11.1
1979,B,9.68,10.3,10.8
1980,A|1,29.199999999999996,29.0,29.8
1981,B,11.599999999999998,10.6,12.3
1982,B,10.3,10.2,12.8
1983,B,10.1,10.9,8.28
1984,B,9.77,14.0,9.71
1985,B,8.86,14.399999999999999,9.91
1986,B,13.0,10.7,8.1
1987,C,32.8,29.4,30.1
1988,B,9.62,9.47,10.8
1989,B,8.06,11.8,9.62
1990,A,25.7,30.099999999999998,29.2
1991,A|1,28.100000000000005,31.3,31.100000000000005
1992,B,9.99,10.4,10.8
1993,B,12.2,8.87,8.7
1994,C,34.6,30.7,29.4
1995,B,11.000000000000002,9.07,9.48
1996,B,9.37,9.5,10.2
1997,B,9.19,9.64,10.3
1998,A|1,31.4,29.9,31.0
1999,C,34.1,32.2,31.0
2000,B,9.96,11.0,9.72
2001,C,33.9,28.799999999999997,29.5
2002,B,10.3,8.95,8.51
2003,B,10.6,10.9,10.4
2004,B,10.6,10.5,9.09
2005,B,10.5,14.6,10.9
2006,A|1,29.8,28.799999999999997,29.9
2007,C,34.3,28.4,27.699999999999996
2008,B,9.11,9.0,13.5
2009,B,7.819999999999999,9.84,10.0
2010,B,10.1,8.93,12.9
2011,A|1,28.900000000000002,28.799999999999997,30.9
2012,B,10.900000000000002,11.5,10.599999999999998
2013,B,9.67,10.8,8.47
2014,B,12.8,9.2,10.599999999999998
2015,B,7.89,8.99,13.5
2016,B,11.000000000000002,11.1,12.0
2017,B,8.3,10.6,9.93
2018,None,17.6,8.69,30.2
2019,A|1,28.4,28.6,31.2
2020,A|1,31.5,29.8,31.100000000000005
2021,B,8.55,13.6,9.42
2022,B,12.1,13.6,9.22
2023,B,8.97,9.59,9.64
2024,A|1,30.9,30.0,28.5
2025,B,9.46,14.6,9.69
2026,B,11.000000000000002,10.9,12.6
2027,B,11.9,10.8,11.1
2028,B,13.900000000000002,9.9,10.1
2029,B,11.3,11.4,13.0
2030,B,9.79,10.0,12.9
2031,C,34.0,30.8,30.4
2032,B,9.39,9.93,9.19
2033,C,34.8,30.8,31.3
2034,B,11.9,8.3,9.75
2035,A,27.4,31.2,30.8
2036,A,26.5,30.3,29.0
2037,B,9.17,12.0,10.1
2038,B,9.83,9.9,14.5
2039,B,8.68,9.96,8.380000000000003
2040,C,35.7,28.9,28.8
2041,C,33.2,30.099999999999998,30.0
2042,C,32.8,29.7,28.3
2043,B,9.97,10.6,11.2
2044,B,10.7,13.099999999999998,11.6
2045,B,10.0,14.6,9.2
2046,B,10.0,13.2,10.0
2047,B,10.900000000000002,9.22,8.59
2048,B,10.6,9.17,8.75
2049,B,12.7,9.36,11.8
2050,B,11.399999999999999,10.5,9.74
2051,A|1,28.0,29.2,29.5
2052,B,11.8,13.2,9.33
2053,B,13.4,10.5,10.0
2054,B,11.3,9.07,13.0
2055,B,12.9,10.8,9.459999999999999
2056,B,9.09,10.8,11.7
2057,A,25.6,31.0,30.6
2058,B,10.900000000000002,13.099999999999998,9.2
2059,B,9.84,10.3,10.3
2060,B,9.17,10.0,12.6
2061,B,9.04,9.89,10.7
2062,B,14.499999999999998,11.0,12.2
2063,B,13.0,10.0,9.78
2064,B,9.46,9.11,9.99
2065,B,12.3,10.1,12.0
2066,B,14.0,10.3,11.3
2067,A,26.4,29.6,30.0
2068,A|1,29.699999999999996,30.3,30.0
2069,B,11.000000000000002,9.83,11.8
2070,B,10.0,7.3,14.2
2071,B,10.6,10.7,8.92
2072,A,24.5,29.4,28.1
2073,A|1,28.2,30.2,29.9
2074,B,11.3,10.6,12.7
2075,B,13.800000000000002,9.98,10.1
2076,B,10.2,13.4,8.6
2077,B,13.1,10.6,8.67
2078,B,11.399999999999999,10.7,9.84
2079,A|1,30.0,29.9,29.3
2080,B,8.62,8.89,14.1
2081,B,11.200000000000001,12.7,10.5
2082,B,10.900000000000002,10.9,9.19
2083,B,9.66,10.2,10.4
2084,B,13.0,9.83,11.6
2085,B,9.17,11.200000000000001,12.2
2086,B,13.1,9.33,9.82
2087,B,11.3,9.18,10.4
2088,B,13.7,12.7,9.57
2089,B,11.699999999999998,11.3,11.9
2090,B,10.0,8.55,9.83
2091,B,9.66,11.6,9.84
2092,B,8.77,11.0,10.7
2093,B,13.6,10.7,9.63
2094,B,9.65,9.46,13.6
2095,B,9.56,9.45,9.54
2096,B,10.1,8.74,13.5
2097,A|1,32.1,29.3,31.2
2098,B,10.5,9.05,9.99
2099,B,10.6,12.1,8.86
2100,B,12.4,11.0,8.69
2101,A,26.2,29.4,30.2
2102,B,9.78,9.44,13.7
2103,B,11.599999999999998,8.54,10.1
2104,B,9.09,13.3,9.93
2105,B,9.74,10.3,10.9
2106,B,10.5,10.1,10.599999999999998
2107,B,9.24,8.57,10.599999999999998
2108,C,33.2,29.0,28.6
2109,B,12.4,11.1,13.8
2110,B,8.22,8.98,9.05
2111,C,32.5,31.3,29.5
2112,C,35.2,30.6,30.8
2113,B,13.7,9.07,9.8
2114,A|1,29.6,29.3,29.4
2115,C,33.8,29.8,29.9
2116,A|1,31.2,29.1,32.5
2117,B,10.0,11.7,9.43
2118,B,9.5,13.4,10.7
2119,B,10.5,10.1,13.4
2120,B,11.9,12.0,9.5
2121,B,11.000000000000002,10.7,12.2
2122,B,12.8,9.76,11.2
2123,A|1,30.8,29.0,30.1
2124,B,11.499999999999998,11.3,9.82
2125,B,9.83,11.0,13.3
2126,B,9.2,11.9,9.31
2127,A,24.3,29.9,29.8
2128,B,8.27,10.1,7.67
2129,A,26.5,28.0,30.0
2130,B,10.2,8.42,13.6
2131,B,8.97,9.83,9.96
2132,A|1,28.0,30.4,29.4
2133,B,11.399999999999999,12.0,10.1
2134,B,9.54,10.3,13.4
2135,A|1,29.400000000000002,28.1,29.9
2136,A|1,30.6,29.7,29.4
2137,B,12.3,9.75,13.3
2138,A|1,32.1,30.2,30.5
2139,B,9.63,10.9,9.28
2140,A,23.3,30.5,28.8
2141,B,12.7,10.2,9.42
2142,B,12.3,8.81,9.92
2143,B,10.0,9.51,13.8
2144,B,10.2,9.61,10.1
2145,C,35.9,29.7,29.1
2146,None,40.5,24.8,10.0
2147,B,8.93,9.18,8.19
2148,B,13.1,9.4,8.370000000000001
2149,C,33.2,29.5,30.6
2150,B,9.52,13.0,11.8
2151,A,25.8,31.0,30.0
2152,B,9.81,13.6,9.35
2153,B,11.8,9.65,15.1
2154,B,10.900000000000002,12.3,8.48
2155,B,8.78,10.3,11.9
2156,A,27.3,29.3,30.0
2157,A|1,30.7,29.1,30.5
2158,A|1,29.699999999999996,31.2,29.1
2159,B,11.200000000000001,8.63,8.54
2160,B,9.99,10.4,8.84
2161,B,10.5,9.92,8.6
2162,B,7.75,10.3,8.88
2163,A,27.0,28.799999999999997,29.5
2164,B,10.2,10.4,12.0
2165,B,11.000000000000002,9.65,9.89
2166,C,34.8,29.1,30.0
2167,B,12.5,10.3,8.78
2168,A,25.6,31.2,29.9
2169,B,9.39,10.1,10.9
2170,A,27.9,30.9,30.8
2171,C,34.8,30.3,29.0
2172,A,24.7,31.1,29.9
2173,B,8.9,10.8,9.950000000000001
2174,B,9.45,13.3,9.13
2175,B,12.8,8.49,10.1
2176,B,8.92,8.42,9.75
2177,B,11.499999999999998,8.89,13.199999999999998
2178,B,8.88,9.65,8.99
2179,A,26.3,29.4,30.6
2180,B,8.79,9.68,12.1
2181,B,9.24,10.2,12.4
2182,C,33.1,30.2,29.2
2183,C,32.3,29.6,29.7
2184,B,11.200000000000001,12.3,9.33
2185,B,9.64,8.510000000000002,9.75
2186,A|1,28.300000000000004,31.3,30.2
2187,B,8.11,10.7,13.3
2188,B,9.19,10.4,13.5
2189,B,13.5,10.2,9.52
2190,B,8.31,9.27,8.71
2191,B,10.6,13.9,10.0
2192,B,13.5,9.24,10.5
2193,B,12.6,9.21,8.66
2194,B,14.8,8.32,9.950000000000001
2195,A,26.9,29.3,30.1
2196,A,26.2,29.5,29.6
2197,A|1,31.1,30.8,31.0
2198,C,35.3,29.0,29.2
2199,A|1,31.7,29.0,29.4
2200,B,11.399999999999999,8.41,10.5
2201,C,32.8,29.4,29.8
2202,B,10.1,12.0,9.85
2203,B,10.0,8.97,10.9
2204,A,25.8,28.6,30.1
2205,B,10.4,8.43,12.2
2206,B,9.98,10.3,14.6
2207,B,12.0,9.7,11.6
2208,A|1,31.9,29.2,31.8
2209,B,13.4,9.4,10.7
2210,C,32.2,30.9,32.0
2211,B,10.800000000000002,9.15,10.3
2212,B,11.599999999999998,9.05,11.1
2213,B,10.5,9.32,12.3
2214,A|1,31.7,30.4,30.4
2215,A,23.1,31.1,29.6
2216,B,12.8,11.9,9.42
2217,B,13.900000000000002,9.04,11.1
2218,B,10.900000000000002,10.5,10.8
2219,C,33.5,28.7,31.3
2220,B,8.89,10.1,10.2
2221,C,32.4,29.3,29.4
2222,B,12.6,10.5,10.599999999999998
2223,B,10.1,10.5,12.1
2224,B,10.800000000000002,10.4,10.599999999999998
2225,A,27.600000000000005,30.6,30.8
2226,B,9.29,10.0,10.4
2227,B,10.800000000000002,10.9,13.0
2228,A|1,28.700000000000003,28.5,30.3
2229,B,10.2,11.1,10.2
2230,B,10.5,11.9,9.59
2231,B,9.64,10.5,13.4
2232,B,10.2,10.5,14.3
2233,B,11.3,12.8,9.5
2234,C,34.3,31.9,32.3
2235,A,23.1,29.6,30.3
2236,B,8.01,13.0,9.19
2237,C,32.8,29.7,30.3
2238,B,9.57,11.4,13.7
2239,B,11.3,10.5,10.5
2240,B,13.800000000000002,8.2,10.0
2241,C,35.1,31.8,29.2
2242,B,9.7,10.2,12.8
2243,B,13.0,9.89,9.96
2244,B,10.900000000000002,10.6,11.7
2245,B,10.0,11.4,9.89
2246,B,11.3,9.5,10.1
2247,C,36.7,32.6,29.4
2248,B,14.700000000000001,11.5,11.0
2249,B,8.19,11.0,13.3
2250,B,10.5,9.46,8.91
2251,B,15.2,9.57,11.5
2252,B,10.900000000000002,10.5,12.8
2253,B,9.81,13.6,9.85
2254,B,11.399999999999999,9.5,10.7
2255,B,10.6,9.08,10.599999999999998
2256,B,9.74,11.5,9.03
2257,A|1,32.1,29.4,30.9
2258,B,13.900000000000002,10.4,8.91
2259,B,11.000000000000002,9.42,10.599999999999998
2260,A,26.6,29.8,29.5
2261,A|1,30.3,29.7,29.8
2262,B,13.800000000000002,9.85,9.92
2263,A,24.0,30.099999999999998,31.8
2264,B,11.499999999999998,11.1,11.0
2265,B,9.83,10.8,14.1
2266,B,9.26,9.48,10.8
2267,A,26.5,30.0,29.3
2268,B,9.91,9.97,10.8
2269,A|1,30.2,30.7,30.5
2270,B,9.95,9.96,10.1
2271,B,8.69,8.45,9.36
2272,C,32.4,31.3,29.3
2273,B,14.2,8.97,9.85
2274,B,9.7,8.38,10.8
2275,B,12.0,9.56,7.93
2276,B,13.1,10.4,10.2
2277,B,12.9,11.5,10.2
2278,B,12.8,10.3,9.16
2279,C,35.6,30.3,30.3
2280,B,9.4,8.95,13.1
2281,B,10.3,12.4,8.77
2282,B,10.2,10.2,13.7
2283,B,9.23,11.3,12.3
2284,A,24.6,31.0,31.3
2285,B,10.7,9.25,13.199999999999998
2286,B,13.2,10.2,9.04
2287,B,10.1,9.08,8.890000000000002
2288,A,26.3,29.5,30.0
2289,B,9.99,10.7,12.7
2290,C,40.5,29.6,27.9
2291,B,9.74,11.200000000000001,12.6
2292,B,9.6,10.4,13.5
2293,A|1,28.799999999999997,29.5,31.5
2294,A,24.0,30.0,30.5
2295,B,9.37,10.2,10.8
2296,None,11.9,21.7,17.6
2297,B,12.7,10.3,7.78
2298,A|1,30.7,30.8,29.3
2299,A|1,28.999999999999996,29.0,29.1
2300,B,7.4,9.020000000000001,13.1
2301,B,11.699999999999998,9.58,9.42
2302,B,8.98,8.88,9.52
2303,B,10.900000000000002,12.2,10.3
2304,B,8.42,13.9,7.74
2305,B,8.82,13.099999999999998,9.18
2306,B,11.100000000000001,14.9,10.3
2307,A,26.4,31.3,28.5
2308,B,10.7,11.4,9.43
2309,B,10.4,10.8,9.49
2310,B,11.000000000000002,15.1,10.3
2311,B,9.01,10.2,11.3
2312,B,13.900000000000002,9.18,9.88
2313,B,8.79,11.4,14.5
2314,B,9.27,10.3,13.1
2315,C,35.2,30.8,29.0
2316,C,33.4,29.7,30.0
2317,B,8.01,10.6,10.0
2318,C,34.4,28.799999999999997,30.3
2319,B,10.2,13.2,11.3
2320,A|1,28.2,29.2,29.1
2321,B,8.6,9.36,13.7
2322,B,12.5,9.95,11.8
2323,B,11.100000000000001,9.87,10.4
2324,B,14.0,9.15,12.2
2325,B,10.5,10.0,9.49
2326,B,9.62,9.88,12.2
2327,A|1,29.1,30.3,31.3
2328,B,11.000000000000002,13.7,9.84
2329,C,33.5,30.0,32.1
2330,A|1,30.2,30.6,29.9
2331,C,40.7,30.3,30.2
2332,B,10.900000000000002,8.48,11.4
2333,B,10.7,10.5,8.27
2334,A,25.8,30.9,30.1
2335,B,10.0,9.84,8.569999999999999
2336,B,12.9,11.6,10.2
2337,B,8.33,13.0,9.69
2338,B,8.36,10.2,11.5
2339,A|1,31.7,29.0,29.6
2340,A|1,30.1,29.6,29.0
2341,B,12.8,9.59,8.68
2342,B,10.6,10.0,9.81
2343,A,23.1,30.6,29.4
2344,C,34.7,29.3,30.5
2345,B,11.3,10.7,9.8
2346,B,9.97,9.49,8.55
2347,B,10.2,9.19,9.04
2348,B,10.1,10.7,9.91
2349,B,10.800000000000002,10.7,9.73
2350,B,9.3,9.87,11.9
2351,A,25.0,30.9,30.2
2352,B,9.49,10.7,10.9
2353,B,11.100000000000001,12.8,9.21
2354,B,10.4,10.8,13.0
2355,B,10.6,8.76,10.3
2356,C,33.3,29.8,31.100000000000005
2357,B,13.5,10.9,7.13
2358,A,27.7,30.0,28.2
2359,B,9.4,13.4,8.98
2360,A|1,28.0,30.7,29.2
2361,B,8.36,8.36,10.599999999999998
2362,B,9.64,9.46,10.7
2363,B,11.499999999999998,14.6,10.3
2364,None,12.3,29.2,29.5
2365,A|1,29.199999999999996,30.4,29.4
2366,B,10.800000000000002,12.6,9.81
2367,B,12.8,12.5,9.37
2368,B,9.03,8.4,11.3
2369,B,13.7,10.1,10.5
2370,B,9.04,11.5,11.0
2371,B,14.1,9.13,10.9
2372,B,11.699999999999998,10.8,14.4
2373,B,10.2,11.3,9.15
2374,B,9.65,11.3,10.1
2375,B,9.88,8.18,8.92
2376,C,38.1,31.4,30.1
2377,B,12.0,12.0,12.7
2378,B,10.2,13.4,9.8
2379,B,10.5,9.56,9.65
2380,A,25.4,29.8,30.6
2381,C,33.0,30.0,29.3
2382,A|1,30.6,29.5,30.4
2383,B,9.46,10.6,12.7
2384,B,10.2,9.45,12.8
2385,B,9.73,9.6,10.4
2386,A|1,30.9,29.2,31.0
2387,B,9.99,10.1,10.3
2388,C,34.4,29.5,31.8
2389,C,32.9,30.099999999999998,30.1
2390,B,9.71,10.2,9.37
2391,A,22.499999999999996,30.2,29.2
2392,B,11.599999999999998,8.95,9.25
2393,B,11.9,7.79,10.3
2394,B,14.399999999999999,13.3,11.9
2395,None,25.5,13.2,8.11
2396,B,9.51,9.86,10.7
2397,C,33.4,29.0,31.3
2398,B,12.2,10.1,11.4
2399,C,32.4,30.6,28.6
2400,B,9.75,9.42,12.3
2401,B,8.66,11.5,13.9
2402,C,37.1,29.0,29.9
2403,B,9.52,10.5,9.39
2404,A|1,29.199999999999996,29.5,30.9
2405,A,25.2,29.7,29.9
2406,C,35.1,28.799999999999997,29.8
2407,B,12.5,11.7,10.8
2408,B,8.46,14.2,9.99
2409,B,13.2,8.77,9.97
2410,B,10.0,11.200000000000001,11.5
2411,B,13.5,11.4,10.2
2412,B,11.200000000000001,10.1,9.77
2413,B,11.599999999999998,9.06,11.5
2414,A,27.5,30.7,30.5
2415,A|1,29.8,30.7,31.5
2416,A|1,28.100000000000005,31.5,31.0
2417,B,12.5,8.81,11.1
2418,B,9.89,12.1,10.7
2419,B,13.5,8.84,12.6
2420,A,27.3,30.9,30.2
2421,B,11.200000000000001,10.2,8.99
2422,B,10.1,11.3,12.1
2423,B,10.4,13.3,9.33
2424,B,9.53,10.8,10.1
2425,A|1,31.4,28.7,30.0
2426,B,12.9,11.5,9.88
2427,B,9.63,11.3,13.4
2428,B,13.900000000000002,9.91,10.1
2429,A|1,28.4,31.0,28.6
2430,B,9.51,13.0,11.5
2431,B,9.33,9.15,10.9
2432,B,10.800000000000002,10.1,9.4
2433,B,10.7,9.62,12.8
2434,B,14.299999999999999,10.8,11.1
2435,B,8.71,9.11,13.1
2436,B,10.3,10.5,9.94
2437,A|1,30.8,29.2,29.9
2438,B,10.6,11.1,14.2
2439,B,9.88,9.78,9.96
2440,B,7.709999999999999,9.2,10.2
2441,B,10.2,9.21,10.8
2442,B,9.29,11.9,9.15
2443,B,10.1,13.0,10.5
2444,B,12.3,8.49,10.5
2445,B,9.77,10.3,12.4
2446,B,10.800000000000002,9.32,12.6
2447,B,10.5,10.7,10.1
2448,B,11.8,13.8,10.3
2449,A,26.7,29.3,30.2
2450,B,13.900000000000002,8.36,10.3
2451,B,10.6,15.0,8.01
2452,C,39.3,28.6,28.8
2453,C,34.6,31.0,28.7
2454,B,10.4,8.68,14.1
2455,B,13.5,9.05,10.4
2456,None,11.8,24.2,18.8
2457,A,26.5,29.7,30.4
2458,A|1,30.6,30.099999999999998,29.5
2459,B,10.3,9.82,9.64
2460,B,14.700000000000001,9.39,7.57
2461,B,13.6,8.82,9.56
2462,A,25.5,28.4,30.4
2463,B,11.8,9.88,11.1
2464,B,10.4,11.3,10.3
2465,B,9.25,10.6,10.7
2466,B,9.16,12.2,11.4
2467,B,10.0,13.3,9.53
2468,B,12.3,9.48,10.9
2469,B,10.7,11.8,9.5
2470,B,10.800000000000002,13.6,11.9
2471,B,8.01,13.5,10.4
2472,B,10.900000000000002,10.1,11.0
2473,B,9.13,13.5,10.7
2474,B,13.4,8.38,10.8
2475,B,10.1,10.1,9.21
2476,B,10.900000000000002,8.89,11.4
2477,A|1,28.900000000000002,27.8,28.6
2478,B,9.04,12.4,11.9
2479,B,10.3,13.4,9.94
2480,A|1,29.8,29.6,32.0
2481,B,11.499999999999998,10.6,13.7
2482,B,12.0,9.72,8.13
2483,A,27.5,28.9,30.4
2484,A|1,31.7,30.6,29.6
2485,A|1,28.4,30.9,31.100000000000005
2486,A|1,29.8,29.1,27.9
2487,B,9.62,10.0,10.2
2488,B,14.399999999999999,9.75,10.1
2489,B,9.09,8.98,12.2
2490,B,11.8,7.8,8.67
2491,B,10.6,14.2,8.7
2492,B,10.900000000000002,12.4,10.1
2493,A,26.9,29.8,31.5
2494,B,11.100000000000001,11.9,11.8
2495,B,12.9,10.2,10.599999999999998
2496,B,12.8,9.55,9.69
2497,A,24.1,31.4,29.8
2498,B,10.1,8.88,8.74
2499,B,10.7,13.6,10.9
2500,A|1,29.400000000000002,30.9,30.2
2501,B,14.499999999999998,10.4,10.1
2502,B,10.800000000000002,9.66,10.5
2503,B,14.0,9.4,9.47
2504,B,12.1,13.9,9.17
2505,B,10.5,8.91,11.0
2506,A|1,29.8,29.5,30.8
2507,B,8.96,11.3,10.7
2508,A|1,29.199999999999996,30.9,31.4
2509,B,14.1,10.4,10.0
2510,A|1,29.400000000000002,29.9,29.7
2511,A|1,28.599999999999998,30.5,30.5
2512,B,10.3,13.6,10.599999999999998
2513,B,10.800000000000002,13.6,8.49
2514,B,9.72,13.9,8.1
2515,B,9.6,11.3,10.3
2516,A,26.6,29.0,30.0
2517,B,11.200000000000001,10.7,10.2
2518,B,13.2,9.5,11.3
2519,B,11.000000000000002,13.4,9.14
2520,B,10.1,11.6,8.83
2521,B,9.59,10.9,10.7
2522,A,26.6,31.3,29.6
2523,B,14.1,9.15,9.4
2524,C,38.3,30.0,28.8
2525,B,9.44,10.0,8.94
2526,A|1,31.5,29.9,31.0
2527,B,10.6,10.6,10.5
2528,B,8.3,10.1,13.199999999999998
2529,B,8.72,9.59,12.8
2530,B,11.200000000000001,10.8,10.7
2531,B,10.2,11.3,10.4
2532,B,11.399999999999999,12.5,10.3
2533,B,9.94,9.29,11.2
2534,A|1,29.899999999999995,31.1,31.100000000000005
2535,A|1,29.899999999999995,31.9,32.0
2536,None,36.9,12.7,28.5
2537,B,10.0,11.4,14.9
2538,A,26.9,31.8,30.8
2539,B,9.99,8.43,9.86
2540,B,9.16,10.5,9.870000000000001
2541,B,6.950000000000001,9.87,10.8
2542,B,8.33,9.93,10.0
2543,B,11.499999999999998,9.84,10.8
2544,B,10.0,12.4,13.0
2545,A,26.5,30.8,31.2
2546,A|1,32.0,31.1,30.4
2547,B,12.1,12.5,11.2
2548,None,14.0,22.5,30.8
2549,B,10.3,10.6,10.7
2550,B,10.2,9.21,11.0
2551,A|1,30.6,29.4,30.6
2552,B,7.249999999999999,11.5,11.7
2553,B,14.2,9.46,9.62
2554,B,9.95,11.0,8.7
2555,B,10.5,10.3,7.44
2556,B,13.2,11.4,11.5
2557,B,11.200000000000001,10.0,12.0
2558,B,9.69,8.76,10.2
2559,B,6.8,10.7,11.8
2560,B,11.200000000000001,7.96,12.2
2561,B,9.07,9.68,12.5
2562,B,9.48,9.75,8.92
2563,B,8.43,12.3,10.4
2564,B,11.100000000000001,14.399999999999999,9.27
2565,B,10.1,11.0,9.77
2566,B,11.100000000000001,12.3,11.0
2567,B,9.3,8.2,10.7
2568,B,9.43,8.95,13.4
2569,B,9.09,9.31,10.599999999999998
2570,B,9.36,10.5,12.1
2571,B,9.92,12.9,10.4
2572,B,14.299999999999999,10.7,9.59
2573,C,32.4,30.7,30.2
2574,B,8.96,10.4,9.78
2575,B,8.58,13.4,11.0
2576,B,11.000000000000002,11.4,9.18
2577,A,27.1,28.5,30.8
2578,B,8.04,9.83,12.7
2579,A|1,31.0,31.7,30.5
