id,cluster_id,x,y,z
1747,"(A|1,C)",34.6,29.1,29.3
1748,B,10.2,9.29,8.68
1749,G,8.71,17.7,6.5
1750,A,20.7,30.2,30.0
1751,B,10.3,9.63,10.5
1752,"(A|1,C)",31.1,27.8,29.8
1753,B,10.0,10.7,10.599999999999998
1754,A,22.6,29.6,29.7
1755,D,15.2,10.8,9.19
1756,"(A|1,C)",33.4,30.3,31.0
1757,D,16.7,8.97,8.649999999999999
1758,B,10.7,9.92,10.0
1759,"(A|1,C)",35.4,30.0,29.3
1760,G,8.57,17.2,6.41
1761,B,10.6,10.2,9.96
1762,B,10.800000000000002,10.4,9.62
1763,"(A|1,C)",36.6,31.0,31.7
1764,A,23.3,29.0,29.3
1765,"(A|1,C)",34.4,29.6,29.3
1766,B,8.81,9.9,10.3
1767,D,15.8,10.8,9.68
1768,"(A|1,C)",35.6,31.1,30.3
1769,A,19.8,29.9,29.2
1770,D,13.6,9.79,9.24
1771,"(A|1,C)",38.0,28.2,29.9
1772,B,10.800000000000002,9.43,10.1
1773,"(A|1,C)",33.7,29.2,30.4
1774,F,19.2,6.89,9.06
1775,B,11.100000000000001,10.0,9.950000000000001
1776,B,10.3,10.0,10.1
1777,G,10.1,18.2,3.71
1778,F,18.3,3.29,11.7
1779,B,10.3,8.21,10.5
1780,D,16.7,9.94,10.3
1781,"(A|1,C)",36.0,30.6,30.6
1782,G,12.7,17.6,7.13
1783,"(A|1,C)",34.0,28.7,30.6
1784,B,8.7,9.08,9.950000000000001
1785,"(A|1,C)",32.7,31.3,30.2
1786,B,9.76,10.7,11.3
1787,E,5.36,8.75,19.1
1788,B,9.95,8.46,8.71
1789,A,21.800000000000004,29.2,29.3
1790,B,9.13,10.4,11.0
1791,B,10.3,10.7,9.6
1792,B,9.61,9.46,11.1
1793,B,10.5,14.0,11.9
1794,B|1,10.7,8.89,13.7
1795,B,9.78,10.4,10.5
1796,B|1,9.06,10.6,13.9
1797,B,11.699999999999998,10.6,10.3
1798,"(A|1,C)",31.3,28.9,30.2
1799,None,16.3,19.9,24.5
1800,A,20.5,32.4,30.3
1801,A,20.4,28.9,31.9
1802,"(A|1,C)",32.7,29.2,30.3
1803,A,18.1,29.9,30.6
1804,B|2,10.6,16.5,10.3
1805,D,13.2,9.74,11.4
1806,B|2,9.68,17.2,8.91
1807,B,10.2,10.5,9.69
1808,G,10.4,17.8,6.070000000000001
1809,"(A|1,C)",33.1,29.3,32.1
1810,A,19.0,31.3,31.6
1811,B|1,8.66,10.3,13.9
1812,D,17.6,10.9,8.62
1813,A,21.9,30.4,28.7
1814,A,20.7,29.5,29.8
1815,B,10.4,8.7,8.54
1816,B,11.200000000000001,11.1,11.5
1817,A,18.0,29.7,30.1
1818,B|2,8.76,16.2,8.54
1819,F,17.3,4.5,10.2
1820,B|1|1,8.57,10.9,17.1
1821,"(A|1,C)",34.2,30.2,29.2
1822,A,22.299999999999997,29.3,31.7
1823,B,9.26,11.5,9.15
1824,B,9.63,7.49,11.1
1825,D,15.8,9.86,8.78
1826,B|2,9.08,16.3,8.61
1827,B|1|1,9.24,11.4,16.7
1828,A,20.8,28.799999999999997,30.3
1829,B|2,8.72,15.2,9.8
1830,B|2,10.2,16.0,10.2
1831,G,9.55,16.7,5.73
1832,B|1|1,10.4,11.1,15.2
1833,B|1,11.699999999999998,9.75,14.5
1834,B,10.1,8.31,9.19
1835,B,9.65,10.7,10.7
1836,B,10.3,13.8,10.4
1837,A,21.1,29.7,30.1
1838,B|1|1,8.27,9.1,17.5
1839,B,10.5,10.2,9.17
1840,B|1|1,11.399999999999999,10.2,16.7
1841,A,20.8,29.3,29.3
1842,E,4.88,10.8,17.9
1843,"(A|1,C)",35.3,28.7,29.9
1844,B|1,8.37,11.9,14.8
1845,B,9.53,9.57,9.1
1846,D,15.6,9.12,8.23
1847,B|1,8.3,10.2,12.4
1848,B,8.97,12.3,10.3
1849,B,9.67,11.200000000000001,9.89
1850,B,10.3,7.59,10.4
1851,A,23.3,30.5,31.8
1852,E,4.68,10.4,19.5
1853,G,10.6,18.4,8.6
1854,B,10.2,9.810000000000002,9.94
1855,A,21.5,31.4,30.6
1856,G,9.47,18.5,7.57
1857,A,22.999999999999996,31.0,29.4
1858,B,9.64,8.84,9.21
1859,B|1|1,10.3,10.7,16.4
1860,B|1|1,8.99,12.7,18.7
1861,B,11.499999999999998,9.42,8.98
1862,B|1,11.000000000000002,10.3,12.0
1863,A,24.0,30.099999999999998,30.1
1864,"(A|1,C)",38.1,30.0,29.4
1865,B,10.2,10.1,8.96
1866,F,18.2,4.38,10.9
1867,F,17.3,6.18,9.77
1868,A,16.8,30.0,31.3
1869,G,11.8,16.9,-0.28300000000000003
1870,B,9.5,10.2,9.31
1871,A,22.700000000000003,28.5,29.5
1872,E,3.5199999999999996,11.6,17.6
1873,B,8.62,8.91,8.9
1874,B,12.7,8.63,10.4
1875,"(A|1,C)",33.0,31.3,29.6
1876,G,9.12,19.2,3.95
1877,A,21.2,31.6,31.9
1878,B,10.3,9.66,9.37
1879,E,7.13,11.6,18.8
1880,E,3.74,8.56,18.0
1881,B,10.1,11.1,11.0
1882,F,17.9,8.25,10.7
1883,B|1|1,11.3,9.42,16.7
1884,B|2,10.0,16.5,10.599999999999998
1885,B|1|1,8.15,8.73,17.8
1886,G,8.94,17.7,6.4
1887,"(A|1,C)",38.4,31.5,29.2
1888,B,9.49,11.0,9.64
1889,F,18.0,4.24,10.7
1890,"(A|1,C)",33.0,30.6,30.0
1891,B,10.2,13.0,10.1
1892,D,15.7,10.9,9.08
1893,"(A|1,C)",32.5,31.8,30.0
1894,B,8.09,10.7,8.26
1895,"(A|1,C)",32.4,29.5,31.100000000000005
1896,F,18.1,3.8,10.5
1897,B|1|1,9.23,10.5,16.2
1898,B|1|1,7.510000000000001,9.18,16.7
1899,B,8.81,8.36,8.53
1900,B|2,10.900000000000002,18.4,10.5
1901,F,16.6,6.08,10.5
1902,"(A|1,C)",33.9,30.0,29.7
1903,B,10.5,14.399999999999999,11.2
1904,D,15.5,10.5,10.3
1905,A,22.499999999999996,30.4,30.0
1906,B,10.5,10.4,9.86
1907,A,19.5,30.099999999999998,29.2
1908,"(A|1,C)",35.9,31.6,30.0
1909,B,9.19,10.6,9.26
1910,B|1|1,8.57,11.0,16.3
1911,B|1|1,11.3,9.54,17.8
1912,"(A|1,C)",37.0,28.4,29.0
1913,E,6.26,9.97,20.6
1914,D,15.9,10.4,10.1
1915,B|1,10.4,10.8,14.0
1916,E,4.15,10.3,18.1
1917,D,14.1,11.0,11.6
1918,D,14.2,9.09,10.2
1919,B|1|1,9.12,8.08,17.5
1920,B|2,11.699999999999998,15.3,10.1
1921,B,8.05,8.99,9.950000000000001
1922,B,10.1,13.8,10.9
1923,"(A|1,C)",35.2,28.9,29.2
1924,G,9.57,18.5,2.6900000000000004
1925,B,9.68,10.5,8.54
1926,B|1|1,9.33,11.1,16.799999999999997
1927,B|2,10.7,14.9,10.599999999999998
1928,B|1,10.800000000000002,10.4,13.1
1929,A,22.999999999999996,32.0,29.2
1930,D,14.399999999999999,12.6,10.5
1931,D,16.7,9.19,8.79
1932,"(A|1,C)",32.8,29.7,28.2
1933,B,10.5,9.77,8.92
1934,"(A|1,C)",35.4,30.2,29.6
1935,G,10.2,17.2,5.24
1936,"(A|1,C)",32.6,30.2,30.7
1937,None,33.8,30.6,15.2
1938,G,9.89,16.0,7.329999999999999
1939,"(A|1,C)",37.5,30.2,28.6
1940,B,11.8,9.300000000000002,11.6
1941,A,23.9,30.0,30.2
1942,A,19.8,29.1,29.6
1943,E,5.81,11.1,16.2
1944,F,19.1,7.91,10.3
1945,B|1,10.3,11.1,13.9
1946,B,8.07,9.95,11.3
1947,E,7.48,10.1,17.4
1948,B,10.900000000000002,9.24,9.52
1949,B,9.7,9.07,9.83
1950,"(A|1,C)",33.4,30.3,30.4
1951,B,9.92,10.4,10.9
1952,B,9.13,8.9,9.75
1953,"(A|1,C)",32.3,29.5,30.1
1954,B,10.1,9.86,11.1
1955,B,9.76,14.0,8.67
1956,B,10.3,8.38,10.0
1957,B,10.1,9.85,11.2
1958,F,18.0,8.09,9.97
1959,B|1|1,9.09,9.13,15.7
1960,A,21.7,29.8,29.5
1961,B|2,9.71,18.9,9.89
1962,B|2,9.59,16.5,11.0
1963,B|2,8.72,15.2,10.2
1964,B,10.3,10.2,11.1
1965,B,12.1,8.31,8.63
1966,B,9.43,8.94,9.0
1967,B,9.05,9.43,9.78
1968,A,20.1,29.1,31.2
1969,B,9.38,9.23,8.56
1970,B,12.1,12.2,9.379999999999999
1971,A,21.2,29.1,29.2
1972,"(A|1,C)",36.4,30.3,30.0
1973,B,11.100000000000001,9.06,10.2
1974,B,9.25,9.79,11.3
1975,F,17.4,6.33,11.3
1976,B,9.27,8.57,7.04
1977,A,21.1,28.5,29.1
1978,D,15.3,9.77,10.8
1979,D,18.6,9.810000000000002,9.25
1980,"(A|1,C)",35.4,29.1,29.4
1981,"(A|1,C)",34.4,30.7,30.9
1982,B,8.7,8.35,10.7
1983,F,17.8,7.33,10.599999999999998
1984,G,9.67,18.600000000000005,7.11
1985,D,13.2,10.8,10.5
1986,B|2,11.399999999999999,15.0,9.16
1987,G,10.5,18.7,3.46
1988,A,19.1,29.2,29.8
1989,F,17.4,8.05,10.5
1990,None,4.48,1.43,15.5
1991,"(A|1,C)",34.1,31.1,31.100000000000005
1992,D,16.1,10.5,9.65
1993,A,19.3,30.5,30.2
1994,D,14.1,10.4,9.98
1995,A,23.399999999999995,29.4,30.9
1996,F,18.8,4.85,9.78
1997,B|1|1,10.0,9.94,16.799999999999997
1998,B|1,10.2,11.200000000000001,12.4
1999,G,11.399999999999999,18.5,6.89
2000,B,10.5,9.27,9.57
2001,D,14.9,8.32,10.3
2002,B,10.2,9.08,10.599999999999998
2003,"(A|1,C)",35.3,31.1,30.3
2004,"(A|1,C)",31.3,28.799999999999997,28.8
2005,B|2,9.43,15.5,10.7
2006,D,13.6,10.3,8.78
2007,B|2,11.200000000000001,15.8,9.41
2008,E,7.19,10.0,18.5
2009,B,9.41,12.7,10.2
2010,A,23.399999999999995,30.0,27.8
2011,D,15.4,9.39,10.2
2012,B,9.63,9.54,9.89
2013,B|1,9.05,8.75,14.8
2014,B|2,10.5,14.8,10.8
2015,B,11.3,11.6,10.7
2016,E,6.05,10.1,19.8
2017,B,10.2,11.1,10.5
2018,D,14.399999999999999,9.35,9.86
2019,B,9.2,13.6,9.41
2020,B,9.5,14.2,9.92
2021,B|1|1,9.7,11.8,15.9
2022,A,20.1,30.8,30.7
2023,G,10.2,19.0,8.42
2024,G,9.92,18.0,7.43
2025,B,10.1,9.68,9.870000000000001
2026,B,9.25,8.82,9.65
2027,"(A|1,C)",35.5,30.9,28.7
2028,B,10.5,9.670000000000002,10.4
2029,D,16.8,9.22,11.3
2030,F,16.6,6.66,8.9
2031,B,8.12,8.93,10.1
2032,D,16.1,8.73,10.9
2033,"(A|1,C)",35.1,31.6,30.4
2034,B|1|1,10.4,9.75,15.2
2035,B|1,10.2,10.8,12.0
2036,B,9.93,11.4,8.44
2037,B,10.5,8.98,10.3
2038,"(A|1,C)",33.2,28.3,29.8
2039,B,11.399999999999999,7.28,10.9
2040,A,21.5,30.4,29.8
2041,B|2,11.100000000000001,14.8,10.2
2042,A,22.400000000000002,29.6,30.1
2043,B,9.52,8.6,8.88
2044,F,18.6,6.45,11.6
2045,B,9.17,9.530000000000001,11.1
2046,B|2,9.01,19.9,10.5
2047,B,9.85,13.4,9.61
2048,G,11.399999999999999,20.1,6.76
2049,"(A|1,C)",33.2,30.4,27.8
2050,"(A|1,C)",34.1,30.4,30.8
2051,A,21.0,30.4,29.3
2052,B|2,8.79,17.9,9.25
2053,B,9.62,11.1,9.15
2054,D,17.4,9.0,11.4
2055,B,11.3,10.9,9.25
2056,E,5.19,10.3,16.799999999999997
2057,B,9.77,11.5,9.78
2058,B|1,10.3,8.86,12.2
2059,"(A|1,C)",34.1,29.2,28.9
2060,B,9.84,8.04,8.77
2061,A,21.4,30.6,31.5
2062,G,12.0,18.2,7.86
2063,B,10.2,13.7,8.97
2064,"(A|1,C)",35.9,30.9,30.4
2065,B,9.26,12.4,9.92
2066,B,8.05,10.9,9.68
2067,"(A|1,C)",36.0,28.9,29.5
2068,B,10.6,11.1,9.52
2069,"(A|1,C)",36.4,32.2,32.3
2070,"(A|1,C)",35.0,30.7,29.3
2071,G,10.0,17.7,8.82
2072,B,9.0,9.58,10.3
2073,D,17.4,9.17,10.1
2074,G,9.18,19.5,8.74
2075,B|1,10.3,9.9,14.6
2076,B,8.6,9.9,10.3
2077,D,13.2,9.55,8.7
2078,"(A|1,C)",33.8,30.0,30.0
2079,B|2,11.000000000000002,15.0,11.8
2080,B,11.499999999999998,11.0,8.44
2081,B,9.95,8.86,10.2
2082,A,22.499999999999996,32.0,29.7
2083,A,21.1,29.9,31.6
2084,B,9.9,8.71,8.97
2085,B|1,9.41,12.1,13.1
2086,"(A|1,C)",34.9,29.1,31.100000000000005
2087,"(A|1,C)",30.7,30.7,29.7
2088,A,20.6,30.6,29.7
2089,D,18.2,12.1,10.0
2090,"(A|1,C)",37.1,30.7,29.3
2091,A,20.8,27.2,28.4
2092,B,9.49,12.3,11.8
2093,A,20.7,27.8,29.3
2094,E,5.0,10.1,16.7
2095,F,17.5,8.27,7.8
2096,None,18.6,20.2,2.38
2097,B|2,10.5,14.5,9.67
2098,B|1,10.1,12.0,13.199999999999998
2099,B,10.3,10.5,9.57
2100,B|2,10.7,19.2,10.0
2101,E,2.47,9.49,16.7
2102,G,10.1,18.2,4.3
2103,A,17.8,29.9,28.5
2104,"(A|1,C)",34.2,30.2,30.4
2105,A,23.9,30.3,28.9
2106,G,9.49,18.3,8.72
2107,B,10.6,9.78,9.84
2108,B|1|1,10.6,10.5,17.8
2109,D,14.2,10.7,8.0
2110,B,10.800000000000002,8.79,8.76
2111,B|1|1,10.900000000000002,9.97,16.5
2112,B,10.6,9.55,9.26
2113,B|1|1,9.97,9.44,15.7
2114,A,19.8,30.3,29.2
2115,F,18.0,3.17,9.8
2116,G,7.709999999999999,17.300000000000004,4.58
2117,B,9.51,9.73,10.4
2118,B,9.22,10.6,9.94
2119,"(A|1,C)",34.3,28.6,29.9
2120,A,20.5,31.3,28.5
2121,D,17.0,10.7,10.1
2122,A,21.1,31.0,31.0
2123,E,4.02,10.4,17.4
2124,F,19.0,8.3,9.99
2125,A,20.0,30.099999999999998,29.8
2126,D,13.3,8.78,10.5
2127,D,14.9,11.200000000000001,10.2
2128,B,10.800000000000002,8.88,9.54
2129,B,9.97,9.72,9.72
2130,"(A|1,C)",33.2,31.3,31.9
2131,G,9.21,17.0,6.39
2132,B,10.800000000000002,10.4,10.5
2133,B,11.3,10.1,10.4
2134,B|1,11.000000000000002,9.57,14.1
2135,D,16.4,9.79,11.6
2136,"(A|1,C)",32.9,28.9,30.8
2137,D,16.2,9.69,10.1
2138,B,10.6,10.5,10.2
2139,B,9.83,10.7,9.21
2140,A,19.3,28.5,29.4
2141,A,18.7,31.5,30.2
2142,B,9.32,11.5,9.32
2143,B,9.09,8.54,9.11
2144,B,9.32,10.2,8.7
2145,"(A|1,C)",33.4,29.8,27.8
2146,"(A|1,C)",32.2,29.3,28.8
2147,"(A|1,C)",35.0,28.799999999999997,30.5
2148,None,19.6,23.6,20.2
2149,F,16.9,5.03,10.2
2150,B,9.97,10.0,8.82
2151,B,9.3,11.4,8.64
2152,E,7.53,9.51,18.8
2153,A,23.199999999999996,27.499999999999996,29.7
2154,B,11.200000000000001,13.0,9.379999999999999
2155,"(A|1,C)",36.3,28.3,30.7
2156,"(A|1,C)",34.0,27.6,29.7
2157,B,9.71,10.1,9.71
2158,"(A|1,C)",34.8,31.0,29.8
2159,B,9.76,10.0,10.0
2160,None,7.22,26.4,17.0
2161,B,10.3,11.200000000000001,11.1
2162,"(A|1,C)",33.6,29.4,29.7
2163,B,8.87,8.87,8.99
2164,A,22.499999999999996,32.0,30.0
2165,B,9.8,11.4,9.92
2166,B|2,10.2,18.4,10.5
2167,E,7.42,9.33,19.2
2168,B|1|1,10.7,11.1,17.1
2169,"(A|1,C)",36.6,28.3,30.5
2170,B,11.200000000000001,10.1,10.1
2171,B|2,10.4,18.0,9.28
2172,B,10.1,8.93,9.63
2173,B,11.200000000000001,10.7,9.4
2174,A,21.3,29.4,30.6
2175,G,8.96,20.0,3.77
2176,"(A|1,C)",37.9,29.4,30.6
2177,B,10.1,10.5,8.5
2178,B,10.5,9.28,8.92
2179,B,8.53,9.84,10.7
2180,E,7.18,8.67,17.4
2181,B,8.58,9.11,10.4
2182,A,22.700000000000003,29.2,31.0
2183,B,10.900000000000002,11.8,10.9
2184,A,22.799999999999997,28.799999999999997,30.5
2185,D,17.0,9.89,11.1
2186,G,10.1,19.4,3.53
2187,B|1|1,7.68,9.78,16.7
2188,G,9.04,16.5,2.78
2189,E,7.13,10.2,18.0
2190,"(A|1,C)",34.4,29.8,29.3
2191,A,19.8,31.0,30.1
2192,E,6.05,9.47,17.6
2193,B,9.0,9.39,10.1
2194,"(A|1,C)",35.8,28.6,28.8
2195,E,5.63,10.6,16.3
2196,B,10.2,9.13,9.870000000000001
2197,B|1,9.33,9.88,12.0
2198,G,9.69,18.3,6.0
2199,B,12.3,12.2,11.0
2200,A,20.6,31.2,29.4
2201,F,19.6,4.82,8.68
2202,B,10.0,9.19,10.1
2203,"(A|1,C)",39.1,29.0,30.8
2204,B,10.5,9.39,9.78
2205,"(A|1,C)",35.0,30.3,30.8
2206,A,21.9,30.3,29.0
2207,G,9.63,17.0,3.55
2208,A,23.6,30.7,29.0
2209,B|2,9.68,16.2,8.77
2210,B,10.900000000000002,9.97,9.65
2211,B,9.92,9.34,11.3
2212,G,12.4,19.8,9.54
2213,B,9.44,8.97,10.3
2214,"(A|1,C)",34.1,29.6,29.8
2215,G,7.299999999999999,18.600000000000005,7.08
2216,F,18.7,3.09,10.1
2217,A,23.399999999999995,30.2,31.6
2218,B,10.5,13.3,8.88
2219,"(A|1,C)",33.6,30.0,31.6
2220,B,8.9,9.42,8.380000000000003
2221,B,11.3,9.45,9.93
2222,G,11.200000000000001,17.9,7.0
2223,B,10.1,9.45,9.88
2224,B,10.800000000000002,10.9,9.31
2225,B,8.73,10.0,9.55
2226,B|2,10.5,19.2,9.89
2227,B,9.2,9.810000000000002,11.1
2228,B|2,10.2,14.9,8.1
2229,B|1,8.66,8.57,14.9
2230,B,10.6,10.8,10.9
2231,A,24.0,29.4,30.7
2232,"(A|1,C)",33.3,32.9,28.4
2233,A,22.400000000000002,28.3,30.2
2234,B|2,10.0,16.9,10.4
2235,B|1|1,8.12,11.200000000000001,17.5
2236,E,6.11,9.44,18.3
2237,"(A|1,C)",31.9,29.0,30.4
2238,B,9.97,11.6,8.66
2239,B|2,7.7,15.2,11.2
2240,B,10.2,10.1,9.31
2241,B,10.2,13.3,9.55
2242,B|1,10.2,10.9,14.2
2243,"(A|1,C)",35.5,30.7,31.100000000000005
2244,B,9.97,11.6,9.41
2245,B|1|1,10.5,11.3,15.2
2246,B|1|1,7.03,10.8,15.5
2247,A,17.5,30.099999999999998,28.5
2248,A,19.7,31.1,30.2
2249,B,10.3,9.61,10.1
2250,B,11.399999999999999,10.1,11.0
2251,G,10.800000000000002,17.8,7.57
2252,D,15.1,9.07,9.28
2253,B,8.33,10.4,7.8
2254,D,16.1,10.0,9.69
2255,G,9.87,18.7,6.99
2256,B,9.97,9.6,10.2
2257,F,19.1,5.36,11.4
2258,B,9.02,11.3,11.2
2259,A,22.099999999999998,28.5,28.8
2260,B,10.900000000000002,11.7,10.9
2261,E,5.24,11.200000000000001,17.8
2262,D,16.5,10.3,10.2
2263,E,3.79,11.1,17.4
2264,"(A|1,C)",35.3,28.3,28.7
2265,D,17.7,9.93,10.7
2266,"(A|1,C)",34.0,30.099999999999998,29.9
2267,B|2,9.33,16.9,11.0
2268,"(A|1,C)",36.0,31.4,31.0
2269,B,8.27,9.08,8.09
2270,A,18.7,29.5,29.7
2271,B,9.7,10.5,10.9
2272,G,9.98,17.6,4.7
2273,A,18.9,29.8,29.0
2274,B,9.11,10.6,8.14
2275,B|1|1,11.100000000000001,8.9,16.7
2276,B,9.12,10.9,8.35
2277,"(A|1,C)",33.0,30.8,28.6
2278,A,21.1,31.2,28.1
2279,"(A|1,C)",33.3,31.1,29.6
2280,A,20.1,29.6,29.6
2281,A,19.2,30.099999999999998,29.3
2282,B|1|1,9.47,9.13,15.8
2283,B,9.27,9.670000000000002,8.58
2284,B,9.54,10.1,9.99
2285,A,19.9,27.499999999999996,29.1
2286,"(A|1,C)",35.1,29.9,30.2
2287,B|1|1,9.57,9.91,17.1
2288,B|1,11.9,8.06,11.9
2289,B,8.76,7.08,10.1
2290,"(A|1,C)",34.2,29.8,29.2
2291,B|2,10.1,15.0,11.1
2292,B|1,9.94,9.85,13.0
2293,G,8.09,19.0,4.26
2294,None,0.5,3.32,30.4
2295,F,19.1,3.76,8.6
2296,E,5.02,9.39,15.6
2297,B,10.800000000000002,10.7,10.9
2298,A,19.2,30.6,30.4
2299,B|1|1,9.1,9.48,17.7
2300,B,9.92,9.97,11.0
2301,B,10.3,10.4,10.7
2302,B,10.1,9.4,9.93
2303,"(A|1,C)",35.8,31.5,30.1
2304,B|2,9.74,17.5,9.25
2305,B|2,9.86,15.0,8.290000000000001
2306,B|1|1,11.599999999999998,9.670000000000002,15.3
2307,B,12.8,10.4,9.5
2308,B|1|1,9.55,10.5,17.7
2309,B,11.100000000000001,10.2,11.1
2310,B,9.03,9.44,9.37
2311,B,9.07,8.49,9.53
2312,E,4.8,10.2,18.0
2313,"(A|1,C)",37.6,28.7,30.2
2314,"(A|1,C)",31.4,31.1,32.2
2315,B,12.0,9.97,11.1
2316,F,18.1,4.510000000000001,8.810000000000002
2317,A,19.5,28.9,29.7
2318,E,7.65,10.5,19.2
2319,E,3.2899999999999996,11.200000000000001,16.3
2320,G,7.12,21.9,2.3
2321,D,15.9,9.0,11.2
2322,B,12.6,9.88,10.599999999999998
2323,"(A|1,C)",35.1,28.3,30.7
2324,D,15.4,9.300000000000002,10.3
2325,B,9.77,9.5,10.4
2326,B,10.900000000000002,8.93,9.83
2327,F,18.8,5.73,11.5
2328,None,18.6,6.53,12.8
2329,"(A|1,C)",33.9,29.9,28.7
2330,"(A|1,C)",35.3,30.7,27.2
2331,B,8.84,8.56,11.6
2332,A,21.0,30.099999999999998,30.5
2333,A,22.400000000000002,29.9,28.0
2334,B|1|1,9.38,10.1,16.2
2335,A,21.800000000000004,29.6,30.0
2336,B,11.3,11.1,9.33
2337,E,5.01,11.9,17.299999999999997
2338,A,20.2,31.1,30.7
2339,B,12.7,10.3,10.9
2340,D,16.6,9.42,10.3
2341,B,10.800000000000002,8.72,9.08
2342,B|1|1,10.2,9.76,17.1
2343,"(A|1,C)",36.7,31.7,31.0
2344,B,10.800000000000002,10.3,7.72
2345,B,9.97,8.96,10.1
2346,"(A|1,C)",35.5,31.9,29.7
2347,"(A|1,C)",33.6,30.7,30.0
2348,B|1|1,10.1,10.5,16.0
2349,None,29.899999999999995,27.3,8.47
2350,B,11.000000000000002,11.1,10.2
2351,B|1|1,12.1,9.44,19.2
2352,A,16.8,26.4,30.5
2353,A,19.6,29.4,30.0
2354,B,9.88,12.0,8.52
2355,F,17.3,7.15,10.5
2356,B,9.9,10.4,10.5
2357,B,11.000000000000002,8.89,9.36
2358,B|2,9.23,15.7,11.0
2359,A,20.1,28.6,29.3
2360,D,14.499999999999998,10.0,10.599999999999998
2361,G,9.66,20.3,9.83
2362,B,9.9,9.98,9.67
2363,E,6.690000000000001,8.67,17.0
2364,B,10.2,9.300000000000002,10.4
2365,B|1|1,10.900000000000002,8.08,15.5
2366,B,10.800000000000002,10.4,10.3
2367,D,15.2,11.5,10.9
2368,B|1|1,8.48,10.1,15.0
2369,B|1,9.7,9.74,12.8
2370,"(A|1,C)",33.2,30.4,29.3
2371,G,10.1,18.0,1.87
2372,A,21.0,29.2,28.6
2373,B,9.44,10.3,10.8
2374,B,10.0,9.18,8.88
2375,B,10.7,9.59,10.4
2376,E,6.0600000000000005,10.5,18.3
2377,B,9.96,9.06,9.78
2378,E,8.07,9.96,18.2
2379,F,18.5,4.78,10.3
2380,B,10.1,7.84,10.8
2381,F,19.1,7.8,10.4
2382,"(A|1,C)",34.1,29.3,29.7
2383,B,9.46,13.8,9.0
2384,B,8.17,9.77,10.7
2385,"(A|1,C)",33.4,31.8,30.4
2386,F,18.3,4.02,9.53
2387,B,9.81,8.23,10.5
2388,D,16.7,14.3,10.4
2389,"(A|1,C)",37.7,32.0,30.6
2390,G,10.2,17.9,6.23
2391,B,10.5,10.5,10.3
2392,B|1,9.14,10.4,14.9
2393,B,9.94,12.2,9.56
2394,B|2,9.05,16.0,11.3
2395,B,11.100000000000001,10.6,9.71
2396,E,4.73,10.0,19.7
2397,B|2,10.5,16.4,10.5
2398,A,26.2,29.3,29.9
2399,D,16.2,9.38,8.84
2400,B,11.200000000000001,10.7,9.37
2401,B,10.2,14.2,9.88
2402,B,10.7,9.77,9.12
2403,B|1,10.1,8.83,14.2
2404,B,12.6,10.9,9.3
2405,B,8.82,10.5,10.7
2406,B,10.900000000000002,8.72,10.1
2407,B|1|1,10.5,9.51,17.0
2408,B,12.7,9.83,10.9
2409,B,8.76,8.59,9.77
2410,B,10.800000000000002,8.92,8.66
2411,"(A|1,C)",34.7,30.6,29.4
2412,F,17.8,8.59,9.28
2413,B|1,10.4,9.52,13.1
2414,"(A|1,C)",36.6,28.799999999999997,28.2
2415,B,8.19,9.29,10.599999999999998
2416,B,9.58,9.66,9.85
2417,B|1|1,9.8,7.35,20.1
2418,B,8.15,11.8,8.370000000000001
2419,B,9.14,13.4,10.4
2420,"(A|1,C)",35.7,30.3,30.6
2421,"(A|1,C)",35.3,31.4,29.3
2422,A,22.6,31.2,30.3
2423,D,14.1,10.8,8.74
2424,F,18.7,4.01,9.950000000000001
2425,D,17.3,10.5,9.27
2426,"(A|1,C)",37.3,28.6,31.3
2427,D,15.4,8.79,10.4
2428,B,8.43,9.92,9.17
2429,D,15.3,10.7,8.66
2430,E,7.089999999999999,11.0,19.1
2431,B,10.0,10.2,8.41
2432,"(A|1,C)",33.5,30.3,28.4
2433,F,19.3,5.68,11.1
2434,B|1,10.3,9.37,13.0
2435,B|1,10.6,10.7,13.8
2436,B,10.2,10.4,10.5
2437,B|1,9.38,10.6,12.1
2438,B|1,11.000000000000002,9.74,15.0
2439,D,17.3,11.7,9.4
2440,B|2,10.5,17.2,10.3
2441,"(A|1,C)",38.3,29.0,29.9
2442,E,6.86,11.3,18.1
2443,A,18.7,29.5,28.8
2444,D,15.3,10.6,8.02
2445,B,11.499999999999998,10.6,10.8
2446,B,9.9,13.9,8.95
2447,B|1,8.24,9.58,13.9
2448,B,10.4,8.74,9.98
2449,E,4.22,10.8,17.6
2450,A,21.2,30.4,28.5
2451,F,18.0,5.17,8.71
2452,E,4.19,10.1,18.0
2453,A,21.1,30.5,30.1
2454,"(A|1,C)",33.7,28.5,30.0
2455,F,18.4,5.49,9.1
2456,B,9.66,10.0,9.66
2457,F,16.5,2.78,9.21
2458,B,9.68,12.0,10.2
2459,D,13.2,10.7,10.0
2460,B,9.34,9.87,10.7
2461,B,11.599999999999998,11.6,10.1
2462,B|1|1,8.79,11.200000000000001,16.5
2463,B|2,10.900000000000002,17.4,10.2
2464,G,10.900000000000002,17.5,7.65
2465,"(A|1,C)",35.8,29.3,30.4
2466,"(A|1,C)",33.9,29.2,29.7
2467,A,24.3,28.6,29.0
2468,G,10.7,17.7,7.410000000000001
